Component	CO2 	 CH4	N2O	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	H-1202	C3F8	C4F10	C5F12	C7F16	C8F18	cC4F8	SO2F2	HFC236fa	HFC152a	HFC365mfc	CH2Cl2	CHCl3	CH3Cl	NF3 
Unit 	 ppm	ppb	ppb	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total
Reference	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	igcc_historical	No data	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	No data	igcc_historical	igcc_historical	igcc_historical	igcc_historical
1861	287.097908	823.802528	273.397897	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116	0.0	34.050000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000024	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1862	287.255948	826.437384	273.580969	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000127	0.0	34.050100	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000024	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1863	287.417989	829.579258	273.743045	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000139	0.0	34.050100	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000024	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1864	287.580030	833.022036	273.899139	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000150	0.0	34.050100	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000024	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1865	287.743110	836.316987	274.066189	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000161	0.0	34.050100	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000025	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1866	287.901150	839.789795	274.241265	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000173	0.0	34.050100	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000025	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1867	288.066184	843.427580	274.413351	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000184	0.0	34.050200	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000025	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1868	288.207243	846.686459	274.598437	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000196	0.0	34.050200	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000025	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1869	288.318248	849.572230	274.775497	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000208	0.0	34.050200	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000026	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1870	288.439272	851.882012	274.941601	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000220	0.0	34.050200	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000026	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1871	288.569275	853.444908	275.131661	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000232	0.0	34.050300	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000026	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1872	288.730338	854.689688	275.313726	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000244	0.0	34.050300	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000026	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1873	288.917393	855.629780	275.492830	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000257	0.0	34.050300	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000027	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1874	289.109487	857.286486	275.665892	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000269	0.0	34.050400	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000027	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1875	289.330565	858.940324	275.841976	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000282	0.0	34.050400	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000027	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1876	289.550666	860.335250	275.999046	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000295	0.0	34.050500	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000027	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1877	289.773790	861.860060	276.135121	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000308	0.0	34.050500	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000028	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1878	290.005894	863.624981	276.280198	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000322	0.0	34.050600	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000028	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1879	290.224986	865.773814	276.418287	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000335	0.0	34.050600	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000028	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1880	290.465092	868.191628	276.557353	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000349	0.0	34.050700	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000028	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1881	290.723217	870.484504	276.673439	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000363	0.0	34.050700	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000029	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1882	290.996369	872.755346	276.792515	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000377	0.0	34.050800	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000029	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1883	291.231465	875.113224	276.904572	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000392	0.0	34.050900	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000029	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1884	291.471571	877.663119	277.015653	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000407	0.0	34.051000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000029	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1885	291.747716	880.544923	277.122736	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000422	0.0	34.051000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000030	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1886	292.041880	883.363860	277.219809	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000437	0.0	34.051100	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000030	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1887	292.347039	886.462583	277.336902	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000452	0.0	34.051200	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000030	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1888	292.687230	889.460537	277.428971	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000468	0.0	34.051300	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000030	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1889	293.028428	892.695368	277.547040	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000484	0.0	34.051400	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000031	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1890	293.364618	895.927209	277.636118	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000500	0.0	34.051500	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000031	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1891	293.713819	899.215140	277.717200	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000517	0.0	34.051600	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000031	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1892	294.055994	903.087911	277.819278	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000533	0.0	34.051700	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000031	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1893	294.357153	906.832691	277.938354	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000550	0.0	34.051800	0.000000	0.0	0.000001	0.0	0.0	0.000000	0.000000	0.0	0.000032	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1894	294.662312	910.041582	278.080441	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000568	0.0	34.051900	0.000000	0.0	0.000001	0.0	0.0	0.000000	0.000000	0.0	0.000032	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1895	294.941480	912.794236	278.229516	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000586	0.0	34.052100	0.000000	0.0	0.000002	0.0	0.0	0.000000	0.000000	0.0	0.000032	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1896	295.218602	914.344191	278.344595	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000604	0.0	34.052200	0.000000	0.0	0.000003	0.0	0.0	0.000000	0.000000	0.0	0.000032	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1897	295.490746	915.852277	278.463671	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000622	0.0	34.052300	0.000000	0.0	0.000004	0.0	0.0	0.000000	0.000000	0.0	0.000033	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1898	295.789919	918.600048	278.582748	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000640	0.0	34.052500	0.000000	0.0	0.000005	0.0	0.0	0.000000	0.000000	0.0	0.000033	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1899	296.127086	921.868875	278.734814	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000659	0.0	34.052600	0.000000	0.0	0.000007	0.0	0.0	0.000000	0.000000	0.0	0.000033	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1900	296.493298	925.144661	278.887887	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000679	0.0	34.052800	0.000000	0.0	0.000008	0.0	0.0	0.000000	0.000000	0.0	0.000033	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1901	296.816478	928.397742	279.053960	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000701	0.0	34.052900	0.000000	0.0	0.000010	0.0	0.0	0.000000	0.000000	0.0	0.000034	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1902	297.125668	932.333379	279.309054	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000885	0.0	34.055300	0.000000	0.0	0.000015	0.0	0.0	0.000000	0.000000	0.0	0.000034	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1903	297.445824	936.390537	279.611113	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025001	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001117	0.0	34.058000	0.000000	0.0	0.000025	0.0	0.0	0.000000	0.000000	0.0	0.000034	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1904	297.736995	941.726198	279.894191	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001383	0.0	34.060800	0.000000	0.0	0.000035	0.0	0.0	0.000000	0.000000	0.0	0.000034	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1905	298.063167	947.060089	280.174278	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025001	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001716	0.0	34.064200	0.000000	0.0	0.000050	0.0	0.0	0.000000	0.000000	0.0	0.000035	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1906	298.427363	952.714049	280.456349	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002196	0.0	34.068700	0.000000	0.0	0.000060	0.0	0.0	0.000000	0.000000	0.0	0.000035	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1907	298.854628	958.782621	280.759416	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025001	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002873	0.0	34.074700	0.000000	0.0	0.000085	0.0	0.0	0.000000	0.000000	0.0	0.000035	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1908	299.265889	963.716670	281.101515	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003765	0.0	34.082400	0.000000	0.0	0.000110	0.0	0.0	0.000000	0.000000	0.0	0.000035	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1909	299.675135	969.034570	281.447581	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025073	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004335	0.0	34.087400	0.000000	0.0	0.000125	0.0	0.0	0.000000	0.000000	0.0	0.000036	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1910	300.107378	974.428154	281.818672	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.025329	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005610	0.0	34.098300	0.000000	0.0	0.000160	0.0	0.0	0.000000	0.000000	0.0	0.000036	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1911	300.550647	979.111228	282.232731	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.081247	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007500	0.0	34.114600	0.000000	0.0	0.000210	0.0	0.0	0.000000	0.000000	0.0	0.000036	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1912	301.065994	983.256581	282.537812	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.100000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009260	0.0	34.129800	0.000000	0.0	0.000265	0.0	0.0	0.000000	0.000000	0.0	0.000036	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1913	301.614357	985.897907	282.887876	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.116667	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011570	0.0	34.149800	0.000000	0.0	0.000330	0.0	0.0	0.000000	0.000000	0.0	0.000037	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1914	302.114647	988.271349	283.248957	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.193331	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014085	0.0	34.171500	0.000000	0.0	0.000400	0.0	0.0	0.000000	0.000000	0.0	0.000037	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1915	302.623978	991.126358	283.587058	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.316560	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016685	0.0	34.194000	0.000000	0.0	0.000475	0.0	0.0	0.000000	0.000000	0.0	0.000037	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1916	303.163330	998.124007	283.859119	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.520652	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019670	0.0	34.219800	0.000000	0.0	0.000560	0.0	0.0	0.000000	0.000000	0.0	0.000037	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1917	303.680663	1003.245557	284.169205	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.756341	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023925	0.0	34.256400	0.000000	0.0	0.000680	0.0	0.0	0.000000	0.000000	0.0	0.000038	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1918	304.109913	1009.810283	284.366285	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	0.927674	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028690	0.0	34.297500	0.000000	0.0	0.000815	0.0	0.0	0.000000	0.000000	0.0	0.000038	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1919	304.466138	1017.315073	284.419351	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	1.084364	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033435	0.0	34.338700	0.000000	0.0	0.000950	0.0	0.0	0.000000	0.000000	0.0	0.000038	0.0	0.0	0.0	6.912761	4.800000	457.000000	0.000000
1920	304.889402	1024.759865	284.504431	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	1.176038	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037705	0.0	34.375800	0.000000	0.0	0.001070	0.0	0.0	0.000000	0.000000	0.0	0.000038	0.0	0.0	0.0	6.912761	4.799999	457.000000	0.000000
1921	305.234571	1031.894720	284.621524	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	1.241670	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042185	0.0	34.414700	0.000000	0.0	0.001200	0.0	0.0	0.000000	0.000000	0.0	0.000039	0.0	0.0	0.0	6.912761	4.803526	457.000000	0.000000
1922	305.570761	1038.799473	284.759582	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	1.388886	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043895	0.0	34.430100	0.000000	0.0	0.001250	0.0	0.0	0.000000	0.000000	0.0	0.000039	0.0	0.0	0.0	6.912761	4.813409	457.000000	0.000000
1923	305.887953	1044.834231	285.063656	0.000000	0.000000	0.000000	0.000000	0.000000	5.299998	1.624992	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047005	0.0	34.457200	0.000000	0.0	0.001335	0.0	0.0	0.000000	0.000000	0.0	0.000039	0.0	0.0	0.0	6.912761	4.828584	457.000000	0.000000
