Component	CO2 	 CH4	N2O	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	H-1202	C3F8	C4F10	C5F12	C7F16	C8F18	cC4F8	SO2F2	HFC236fa	HFC152a	HFC365mfc	CH2Cl2	CHCl3	CH3Cl	NF3 
Unit 	 ppm	ppb	ppb	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total
Reference	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	No data	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	No data	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical	historical
1792	281.40424596	762.128	270.94	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9111597376	4.8	457.0	0.0
1793	281.47630284	762.912	270.96000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9111873504	4.8	457.0	0.0
1794	281.54835972	763.696	270.98	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9112149632	4.8	457.0	0.0
1795	281.6204166	764.48	271.0	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.911242576	4.8	457.0	0.0
1796	281.69247348	765.264	271.02000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9112701888	4.8	457.0	0.0
1797	281.76453036000004	766.048	271.04	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9112978016	4.8	457.0	0.0
1798	281.83658724000003	766.832	271.06	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9113254144	4.8	457.0	0.0
1799	281.90864412	767.616	271.08000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9113530272	4.8	457.0	0.0
1800	281.980701	768.4000000000001	271.1	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.91138064	4.8	457.0	0.0
1801	282.05275788	769.1840000000001	271.12	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9114082528	4.8	457.0	0.0
1802	282.12481476	769.9680000000001	271.14000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9114358656	4.8	457.0	0.0
1803	282.19687164	770.7520000000001	271.16	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9114634784	4.8	457.0	0.0
1804	282.26892852000003	771.5360000000001	271.18	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9114910912	4.8	457.0	0.0
1805	282.3409854	772.32	271.20000000000005	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.911518704	4.8	457.0	0.0
1806	282.41304228	773.104	271.22	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9115463168	4.8	457.0	0.0
1807	282.48509916	773.888	271.24	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9115739296	4.8	457.0	0.0
1808	282.55715604	774.672	271.26000000000005	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9116015424	4.8	457.0	0.0
1809	282.62921292	775.456	271.28000000000003	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9116291552	4.8	457.0	0.0
1810	282.70126980000003	776.24	271.3	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.911656768	4.8	457.0	0.0
1811	282.77332668	777.024	271.32000000000005	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9116843808	4.8	457.0	0.0
1812	282.84538356	777.808	271.34000000000003	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9117119936	4.8	457.0	0.0
1813	282.91744044	778.592	271.36	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9117396064	4.8	457.0	0.0
1814	282.98949732	779.376	271.38	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9117672192	4.8	457.0	0.0
1815	283.0615542	780.1600000000001	271.40000000000003	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.911794832	4.8	457.0	0.0
1816	283.13361108000004	780.9440000000001	271.42	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9118224448	4.8	457.0	0.0
1817	283.20566796	781.7280000000001	271.44	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9118500576	4.8	457.0	0.0
1818	283.27772484	782.5120000000001	271.46000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9118776704	4.8	457.0	0.0
1819	283.34978172	783.296	271.48	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9119052832	4.8	457.0	0.0
1820	283.4218386	784.08	271.5	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.911932896	4.8	457.0	0.0
1821	283.49389548	784.864	271.52000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9119605088	4.8	457.0	0.0
1822	283.56595236000004	785.648	271.54	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9119881216	4.8	457.0	0.0
1823	283.63800924000003	786.432	271.56	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9120157344	4.8	457.0	0.0
1824	283.71006612	787.216	271.58000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9120433472	4.8	457.0	0.0
1825	283.782123	788.0	271.6	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.912070959999999	4.8	457.0	0.0
1826	283.85417988	788.784	271.62	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9120985728	4.8	457.0	0.0
1827	283.92623676	789.568	271.64000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9121261856	4.8	457.0	0.0
1828	283.99829364	790.3520000000001	271.66	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.912153798399999	4.8	457.0	0.0
1829	284.07035052000003	791.1360000000001	271.68	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9121814112	4.8	457.0	0.0
1830	284.1424074	791.9200000000001	271.70000000000005	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.912209024	4.8	457.0	0.0
1831	284.21446428	792.7040000000001	271.72	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9122366367999994	4.8	457.0	0.0
1832	284.28652116	793.488	271.74	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9122642496	4.8	457.0	0.0
1833	284.35857804	794.272	271.76000000000005	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9122918624	4.8	457.0	0.0
1834	284.43063492	795.056	271.78000000000003	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9123194751999995	4.8	457.0	0.0
1835	284.50269180000004	795.84	271.8	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.912347088	4.8	457.0	0.0
1836	284.57474868	796.624	271.82000000000005	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9123747008	4.8	457.0	0.0
1837	284.64680556	797.408	271.84000000000003	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9124023135999995	4.8	457.0	0.0
1838	284.71886244	798.192	271.86	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9124299264	4.8	457.0	0.0
1839	284.79091932	798.976	271.88	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9124575392	4.8	457.0	0.0
1840	284.8629762	799.76	271.90000000000003	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9124851519999995	4.8	457.0	0.0
1841	284.93503308000004	800.544	271.92	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9125127648	4.8	457.0	0.0
1842	285.00708996000003	801.328	271.94	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9125403776	4.8	457.0	0.0
1843	285.07914684	802.1120000000001	271.96000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9125679903999995	4.8	457.0	0.0
1844	285.15120372	802.896	271.98	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9125956032	4.8	457.0	0.0
1845	285.2232606	803.6800000000001	272.0	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.912623216	4.8	457.0	0.0
1846	285.29531748	804.464	272.02000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9126508287999995	4.8	457.0	0.0
1847	285.36737436000004	805.248	272.04	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9126784416	4.8	457.0	0.0
1848	285.43943124000003	806.032	272.06	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9127060544	4.8	457.0	0.0
1849	285.51148812	806.816	272.08000000000004	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.9127336671999995	4.8	457.0	0.0
1850	285.583545	807.6	272.1	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	3.95e-06	0.0	0.0	0.000218389	0.0	1.29e-06	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	6.91276128	4.8	457.0	0.0
1851	285.7055532	807.7689743	272.1811321	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	4e-06	0.0	0.0	0.000220928	0.0	1.03e-05	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12e-05	0.0	0.0	0.0	6.91276128	4.8	457.0	0.0
1852	285.8435884	808.5228485	272.2622141	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	4.04e-06	0.0	0.0	0.000223468	0.0	2.07e-05	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15e-05	0.0	0.0	0.0	6.91276128	4.8	457.0	0.0
1853	285.9676049	809.768605	272.3652689	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	4.09e-06	0.0	0.0	0.000226007	0.0	3.11e-05	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17e-05	0.0	0.0	0.0	6.91276128	4.8	457.0	0.0
1854	286.0736325	811.1015197	272.4713448	0.0	0.0	0.0	0.0	0.0	5.299997818	0.025000429	0.0	0.0	0.0	0.0	0.0	0.004446573	0.0	0.0	0.0	0.0	0.0	4.14e-06	0.0	0.0	0.000228547	0.0	4.15e-05	0.0	34.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2e-05	0.0	0.0	0.0	6.91276128	4.8	457.0	0.0
